neighbourhood,price
Mid-Cambridge,133
Mid-Cambridge,99
Mid-Cambridge,120
Mid-Cambridge,99
Mid-Cambridge,2500
Mid-Cambridge,107
Mid-Cambridge,149
Mid-Cambridge,42
Mid-Cambridge,98
Mid-Cambridge,65
Mid-Cambridge,149
Mid-Cambridge,275
Strawberry Hill,160
Strawberry Hill,79
Strawberry Hill,125
Strawberry Hill,245
Strawberry Hill,150
Strawberry Hill,209
Strawberry Hill,65
Strawberry Hill,65
Strawberry Hill,125
Strawberry Hill,179
Strawberry Hill,170
Strawberry Hill,258
Strawberry Hill,75
Strawberry Hill,89
Strawberry Hill,89
Strawberry Hill,89
Strawberry Hill,125
Strawberry Hill,60
Strawberry Hill,135
Strawberry Hill,265
Strawberry Hill,399
Strawberry Hill,1000
Strawberry Hill,70
Strawberry Hill,75
Strawberry Hill,150
Strawberry Hill,299
Strawberry Hill,29
Strawberry Hill,28
Strawberry Hill,199
Strawberry Hill,199
