neighbourhood,price
North Hilo,649.04
Koolaupoko,578.68
North Shore Oahu,481.96
East Honolulu,474.12
South Kohala,422.61
Lahaina,404.54
Koloa-Poipu,394.12
Ewa,345.77
North Shore Kauai,342.64
Kihei-Makena,335.13
Koolauloa,334.95
Waimea-Kekaha,303.85
Paia-Haiku,294.02
Hana,286.01
North Kona,277.85
Lihue,267.68
Makawao-Pukalani-Kula,242.63
Lanai,234.67
North Kohala,226.78
Kapaa-Wailua,218.86
Wailuku-Kahului,218.67
South Kona,191.54
Primary Urban Center,191.51
Puna,180.02
Waianae,161.84
