neighbourhood,price
East Cambridge,221.56
Cambridge Highlands,207.2
Agassiz,182.92
Mid-Cambridge,177.8
Strawberry Hill,173.5
North Cambridge,166.66
Area 2/MIT,162.66
Riverside,156.03
West Cambridge,153.85
The Port,151.81
Cambridgeport,145.88
Wellington-Harrington,127.06
Neighborhood Nine,126.98
