neighbourhood,price
Ward E (councilmember James Solomon),184.27
Ward D (councilmember Michael Yun),116.16
Ward B (councilmember Mira Prinz-Arey),112.01
Ward C (councilmember Richard Boggiano),106.1
Ward F (councilmember Jermaine D. Robinson),105.01
Ward A (councilmember Denise Ridley),93.44
