neighbourhood,price
Leather District,1447.0
Fenway,338.88
West End,307.21
Downtown,240.82
South Boston Waterfront,238.69
Charlestown,230.35
West Roxbury,227.33
Chinatown,206.13
North End,196.3
Back Bay,192.89
South End,188.64
South Boston,185.47
Beacon Hill,172.79
Jamaica Plain,154.61
Bay Village,150.21
Mission Hill,144.96
East Boston,140.06
Brighton,130.29
Dorchester,124.68
Longwood Medical Area,120.71
Roxbury,112.23
Allston,103.57
Roslindale,101.61
Mattapan,82.19
Hyde Park,75.97
